Indicador,CodDepto,Departamento,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox2
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2017-12,344.00,8598.00,4.00
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2018-06,755.00,14831.00,5.09
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2018-12,502.00,9657.00,5.20
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2019-06,753.00,15176.00,4.96
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2019-12,1004.00,13450.00,7.46
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2020-06,282.00,5846.00,4.82
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2020-12,13.00,1032.00,1.26
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2021-06,58.00,2809.00,2.06
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2021-12,272.00,6826.00,3.98
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2022-06,395.00,8837.00,4.47
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2016-06,18555.00,45731.00,40.57
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2016-12,20794.00,43524.00,47.78
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2017-06,23733.00,42481.00,55.87
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2017-12,23153.00,43010.00,53.83
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2018-06,24051.00,38786.00,62.01
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2018-12,26425.00,38906.00,67.92
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2019-06,29927.00,34417.00,86.95
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2019-12,27584.00,33315.00,82.80
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2020-06,26607.00,30518.00,87.18
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,11,"Bogotá, D.C.",100,Porcentaje,2020-12,25579.00,30106.00,84.96
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2016-06,6669.00,45731.00,14.58
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2016-12,1720.00,43524.00,3.95
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2017-06,1068.00,42481.00,2.51
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2017-12,1079.00,43010.00,2.51
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2018-06,2063.00,36813.00,5.60
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2018-12,0.00,38906.00,0.00
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2019-06,0.00,34417.00,0.00
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2019-12,0.00,33315.00,0.00
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2020-06,0.00,30518.00,0.00
Proporción de gestantes con valoración por odontología,11,"Bogotá, D.C.",100,Porcentaje,2020-12,4759.00,30106.00,15.81
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2016-06,23277.00,55164.00,42.20
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2016-12,23250.00,54186.00,42.91
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2017-06,22250.00,52095.00,42.71
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2017-12,21809.00,52384.00,41.63
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2018-06,20342.00,49008.00,41.51
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2018-12,21261.00,50329.00,42.24
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2019-06,20268.00,48045.00,42.19
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2019-12,21091.00,49067.00,42.98
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2020-06,18911.00,44457.00,42.54
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2020-12,19413.00,44838.00,43.30
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2021-06,16570.00,36538.00,45.35
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2021-12,18661.00,40277.00,46.33
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2022-06,17328.00,36952.00,46.89
Proporción de partos por cesárea,11,"Bogotá, D.C.",100,Porcentaje,2022-12,18329.00,38530.00,47.57
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2016-06,771.00,57343.00,13.45
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2016-12,713.00,56254.00,12.67
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2017-06,743.00,54216.00,13.70
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2017-12,655.00,54386.00,12.04
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2018-06,755.00,51124.00,14.77
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2018-12,828.00,52503.00,15.77
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2019-06,779.00,50139.00,15.54
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2019-12,909.00,51285.00,17.72
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2020-06,909.00,46577.00,19.52
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2020-12,780.00,46841.00,16.65
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2021-06,702.00,38319.00,18.32
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2021-12,812.00,42225.00,19.23
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2022-06,769.00,38827.00,19.81
Tasa de mortalidad perinatal,11,"Bogotá, D.C.",1000,Por 1.000 nacimientos,2022-12,913.00,40629.00,22.47
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2016-06,35.00,45731.00,0.08
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2016-12,18.00,43524.00,0.04
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2017-06,6.00,42481.00,0.01
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2017-12,119.00,43010.00,0.28
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2018-06,484.00,38786.00,1.25
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2018-12,178.00,38906.00,0.46
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2019-06,371.00,34417.00,1.08
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2019-12,19.00,33315.00,0.06
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2020-06,2.00,30518.00,0.01
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,11,"Bogotá, D.C.",100,Porcentaje,2020-12,0.00,30106.00,0.00
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2014-06,51.00,169852.00,0.03
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2014-12,25.00,123844.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2015-06,23.00,138298.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2015-12,30.00,71781.00,0.04
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2016-06,61.00,93405.00,0.07
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2016-12,25.00,63690.00,0.04
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2017-06,35.00,99284.00,0.04
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2017-12,21.00,78500.00,0.03
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2018-06,27.00,123685.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2018-12,18.00,79784.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2019-06,31.00,143928.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2019-12,15.00,113835.00,0.01
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2020-06,11.00,71162.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2020-12,3.00,16258.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2021-06,5.00,22814.00,0.02
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,11,"Bogotá, D.C.",100,Porcentaje,2021-12,14.00,55150.00,0.03
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2014-06,6.00,45753.00,0.01
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2014-12,7.00,38185.00,0.02
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2015-06,2.00,39759.00,0.01
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2015-12,4.00,20414.00,0.02
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2016-06,0.00,28783.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2016-12,3.00,21523.00,0.01
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2017-06,2.00,25008.00,0.01
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2017-12,3.00,29033.00,0.01
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2018-06,1.00,36731.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2018-12,0.00,28059.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2019-06,3.00,45787.00,0.01
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2019-12,8.00,35428.00,0.02
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2020-06,5.00,25357.00,0.02
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2020-12,2.00,9327.00,0.02
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2021-06,2.00,10432.00,0.02
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),11,"Bogotá, D.C.",100,Porcentaje,2021-12,1.00,20395.00,0.00
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2016-06,23355.00,45731.00,51.07
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2016-12,23753.00,43524.00,54.57
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2017-06,22215.00,42481.00,52.29
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2017-12,21975.00,43010.00,51.09
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2018-06,30446.00,38786.00,78.50
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2018-12,34382.00,38906.00,88.37
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2019-06,40572.00,34417.00,117.88
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2019-12,37215.00,33315.00,111.71
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2020-06,33235.00,30518.00,108.90
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),11,"Bogotá, D.C.",100,Porcentaje,2020-12,29184.00,30106.00,96.94
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2016-06,522077.00,1157560.00,45.10
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2016-12,492633.00,1175622.00,41.90
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2017-06,606922.00,1244147.00,48.78
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2017-12,543488.00,1266240.00,42.92
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2018-06,742554.00,1343906.00,55.25
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2018-12,672613.00,1357792.00,49.54
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2019-06,948545.00,1292156.00,73.41
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2019-12,889049.00,1309679.00,67.88
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2020-06,790421.00,1313814.00,60.16
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,11,"Bogotá, D.C.",100,Porcentaje,2020-12,813963.00,1308018.00,62.23
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2016-06,1759619.00,3436263.00,51.21
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2016-12,1696288.00,3452395.00,49.13
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2017-06,2111677.00,3635168.00,58.09
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2017-12,2052505.00,3673417.00,55.87
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2018-06,2572635.00,3865549.00,66.55
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2019-06,2925398.00,3750337.00,78.00
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2019-12,2767286.00,3764709.00,73.51
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2020-06,2532190.00,3768306.00,67.20
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,11,"Bogotá, D.C.",100,Porcentaje,2020-12,2544724.00,3766672.00,67.56
Proporción de pacientes hospitalizados por Dengue Grave,11,"Bogotá, D.C.",100,Porcentaje,2016-12,14.00,15.00,93.33
Proporción de pacientes hospitalizados por Dengue Grave,11,"Bogotá, D.C.",100,Porcentaje,2017-12,2.00,2.00,100.00
Proporción de pacientes hospitalizados por Dengue Grave,11,"Bogotá, D.C.",100,Porcentaje,2018-12,6.00,6.00,100.00
Proporción de pacientes hospitalizados por Dengue Grave,11,"Bogotá, D.C.",100,Porcentaje,2019-12,18.00,18.00,100.00
Proporción de pacientes hospitalizados por Dengue Grave,11,"Bogotá, D.C.",100,Porcentaje,2020-12,5.00,5.00,100.00
Proporción de pacientes hospitalizados por Dengue Grave,11,"Bogotá, D.C.",100,Porcentaje,2021-12,4.00,6.00,66.67
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",13,Bolívar,100,Porcentaje,2015-12,1.00,37.00,2.70
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",13,Bolívar,100,Porcentaje,2018-12,0.00,6.00,0.00
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",13,Bolívar,100,Porcentaje,2019-12,0.00,23.00,0.00
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",13,Bolívar,100,Porcentaje,2020-12,0.00,44.00,0.00
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",13,Bolívar,100,Porcentaje,2021-12,1.00,84.00,1.19
Proporción de mujeres a las que se les realizó toma de serología en el momento del parto o aborto,13,Bolívar,100,Porcentaje,2015-12,3251.00,7149.00,45.47
Proporción de mujeres a las que se les realizó toma de serología en el momento del parto o aborto,13,Bolívar,100,Porcentaje,2016-12,5551.00,9068.00,61.22
Proporción de mujeres a las que se les realizó toma de serología en el momento del parto o aborto,13,Bolívar,100,Porcentaje,2017-12,10408.00,11815.00,88.09
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2015-12,46409.00,123950.00,37.44
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2016-12,65203.00,161258.00,40.43
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2017-12,125271.00,206951.00,60.53
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2018-12,130984.00,195299.00,67.07
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2019-12,114264.00,171127.00,66.77
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2020-12,80156.00,176560.00,45.40
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2021-12,111083.00,190783.00,58.22
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,13,Bolívar,100,Porcentaje,2015-12,10425.00,34631.00,30.10
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,13,Bolívar,100,Porcentaje,2016-12,18416.00,41132.00,44.77
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,13,Bolívar,100,Porcentaje,2017-12,27845.00,52710.00,52.83
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,13,Bolívar,100,Porcentaje,2018-12,27184.00,55541.00,48.94
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,13,Bolívar,100,Porcentaje,2019-12,28214.00,47334.00,59.61
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,13,Bolívar,100,Porcentaje,2020-12,29352.00,53096.00,55.28
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,13,Bolívar,100,Porcentaje,2021-12,38334.00,62516.00,61.32
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2015-12,14590.00,34631.00,42.13
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2016-12,18819.00,41132.00,45.75
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2017-12,31762.00,52710.00,60.26
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2018-12,38837.00,55541.00,69.92
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2019-12,32102.00,47334.00,67.82
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2020-12,27268.00,53096.00,51.36
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,13,Bolívar,100,Porcentaje,2021-12,40805.00,62516.00,65.27
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2015-12,66968.00,123950.00,54.03
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2016-12,84080.00,161258.00,52.14
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2017-12,156589.00,206951.00,75.66
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2018-12,137622.00,195432.00,70.42
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2019-12,108333.00,171127.00,63.31
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2020-12,61313.00,176560.00,34.73
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2021-12,125680.00,190892.00,65.84
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2015-12,23575.00,34631.00,68.07
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2016-12,24574.00,41132.00,59.74
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2017-12,40791.00,52710.00,77.39
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2018-12,42281.00,55628.00,76.01
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2019-12,30271.00,47334.00,63.95
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2020-12,20023.00,53096.00,37.71
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",13,Bolívar,100,Porcentaje,2021-12,44939.00,62584.00,71.81
Proporción de personas en diálisis con hemoglobina mayor o igual a 10g/dl,13,Bolívar,100,Porcentaje,2015-12,799.00,1107.00,72.18
Proporción de personas en diálisis con hemoglobina mayor o igual a 10g/dl,13,Bolívar,100,Porcentaje,2016-12,878.00,1188.00,73.91
Proporción de personas en diálisis con hemoglobina mayor o igual a 10g/dl,13,Bolívar,100,Porcentaje,2017-12,866.00,1227.00,70.58
Proporción de personas en diálisis con hemoglobina mayor o igual a 10g/dl,13,Bolívar,100,Porcentaje,2018-12,815.00,1188.00,68.60
Proporción de personas en diálisis con hemoglobina mayor o igual a 10g/dl,13,Bolívar,100,Porcentaje,2019-12,847.00,1160.00,73.02
Proporción de personas en diálisis con hemoglobina mayor o igual a 10g/dl,13,Bolívar,100,Porcentaje,2020-12,825.00,1106.00,74.59
Proporción de personas en diálisis con hemoglobina mayor o igual a 10g/dl,13,Bolívar,100,Porcentaje,2021-12,967.00,1263.00,76.56
Proporción de pacientes prevalentes en hemodiálisis con catéter como acceso vascular,13,Bolívar,100,Porcentaje,2015-12,216.00,847.00,25.50
Proporción de pacientes prevalentes en hemodiálisis con catéter como acceso vascular,13,Bolívar,100,Porcentaje,2016-12,236.00,941.00,25.08
Proporción de pacientes prevalentes en hemodiálisis con catéter como acceso vascular,13,Bolívar,100,Porcentaje,2017-12,282.00,1002.00,28.14
